time;V(/vin);V(/vout);
0.102243;4.99509;3.48143;
0.102243;4.9955;3.48596;
0.102244;4.99589;3.49049;
0.102244;4.99626;3.495;
0.102244;4.99662;3.49949;
0.102244;4.99695;3.50398;
0.102245;4.99727;3.50845;
0.102245;4.99758;3.51291;
0.102245;4.99786;3.51736;
0.102246;4.99813;3.52179;
0.102246;4.99838;3.52622;
0.102246;4.99861;3.53063;
0.102247;4.99882;3.53502;
0.102247;4.99902;3.53941;
0.102247;4.99919;3.54378;
0.102247;4.99935;3.54814;
0.102248;4.9995;3.55249;
0.102248;4.99962;3.55682;
0.102248;4.99973;3.56115;
0.102249;4.99982;3.56546;
0.102249;4.99989;3.56975;
0.102249;4.99994;3.57404;
0.10225;4.99998;3.57831;
0.10225;5;3.58257;
0.10225;5;3.58681;
0.10225;4.99998;3.59105;
0.102251;4.99995;3.59527;
0.102251;4.99989;3.59947;
0.102251;4.99982;3.60367;
0.102252;4.99973;3.60785;
0.102252;4.99963;3.61202;
0.102252;4.9995;3.61618;
0.102253;4.99936;3.62032;
0.102253;4.9992;3.62445;
0.102253;4.99902;3.62857;
0.102253;4.99883;3.63267;
0.102254;4.99862;3.63677;
0.102254;4.99839;3.64084;
0.102254;4.99814;3.64491;
0.102255;4.99787;3.64896;
0.102255;4.99759;3.653;
0.102255;4.99729;3.65703;
0.102256;4.99697;3.66105;
0.102256;4.99663;3.66505;
0.102256;4.99628;3.66904;
0.102256;4.9959;3.67301;
0.102257;4.99551;3.67697;
0.102257;4.9951;3.68092;
0.102257;4.99468;3.68486;
0.102258;4.99423;3.68878;
0.102258;4.99377;3.69269;
0.102258;4.99329;3.69659;
0.102259;4.9928;3.70047;
0.102259;4.99228;3.70434;
0.102259;4.99175;3.7082;
0.102259;4.9912;3.71204;
0.10226;4.99063;3.71587;
0.10226;4.99005;3.71969;
0.10226;4.98944;3.7235;
0.102261;4.98882;3.72729;
0.102261;4.98818;3.73106;
0.102261;4.98753;3.73483;
0.102262;4.98685;3.73858;
0.102262;4.98616;3.74232;
0.102262;4.98545;3.74604;
0.102262;4.98473;3.74976;
0.102263;4.98398;3.75345;
0.102263;4.98322;3.75714;
0.102263;4.98244;3.76081;
0.102264;4.98164;3.76447;
0.102264;4.98082;3.76811;
0.102264;4.97999;3.77174;
0.102265;4.97914;3.77536;
0.102265;4.97827;3.77897;
0.102265;4.97738;3.78256;
0.102265;4.97648;3.78614;
0.102266;4.97556;3.7897;
0.102266;4.97462;3.79325;
0.102266;4.97366;3.79679;
0.102267;4.97269;3.80031;
0.102267;4.97169;3.80382;
0.102267;4.97068;3.80732;
0.102268;4.96965;3.8108;
0.102268;4.96861;3.81427;
0.102268;4.96755;3.81773;
0.102268;4.96646;3.82117;
0.102269;4.96537;3.8246;
0.102269;4.96425;3.82802;
0.102269;4.96312;3.83142;
0.10227;4.96196;3.83481;
0.10227;4.9608;3.83818;
0.10227;4.95961;3.84154;
0.102271;4.9584;3.84489;
0.102271;4.95718;3.84822;
0.102271;4.95594;3.85154;
0.102271;4.95469;3.85485;
0.102272;4.95341;3.85814;
0.102272;4.95212;3.86142;
0.102272;4.95081;3.86469;
0.102273;4.94948;3.86794;
0.102273;4.94814;3.87118;
0.102273;4.94677;3.8744;
0.102274;4.94539;3.87761;
0.102274;4.94399;3.88081;
0.102274;4.94258;3.88399;
0.102274;4.94115;3.88716;
0.102275;4.9397;3.89031;
0.102275;4.93823;3.89345;
0.102275;4.93674;3.89658;
0.102276;4.93524;3.8997;
0.102276;4.93372;3.90279;
0.102276;4.93218;3.90588;
0.102277;4.93062;3.90895;
0.102277;4.92905;3.91201;
0.102277;4.92746;3.91505;
0.102277;4.92585;3.91809;
0.102278;4.92423;3.9211;
0.102278;4.92258;3.9241;
0.102278;4.92092;3.92709;
0.102279;4.91924;3.93007;
0.102279;4.91755;3.93303;
0.102279;4.91583;3.93597;
0.10228;4.9141;3.93891;
0.10228;4.91236;3.94183;
0.10228;4.91059;3.94473;
0.10228;4.90881;3.94762;
0.102281;4.90701;3.9505;
0.102281;4.90519;3.95336;
0.102281;4.90335;3.95621;
0.102282;4.9015;3.95904;
0.102282;4.89963;3.96186;
0.102282;4.89774;3.96467;
0.102283;4.89584;3.96746;
0.102283;4.89391;3.97024;
0.102283;4.89197;3.973;
0.102283;4.89002;3.97575;
0.102284;4.88804;3.97849;
0.102284;4.88605;3.98121;
0.102284;4.88404;3.98392;
0.102285;4.88201;3.98661;
0.102285;4.87997;3.98929;
0.102285;4.87791;3.99196;
0.102286;4.87583;3.99461;
0.102286;4.87373;3.99724;
0.102286;4.87162;3.99986;
0.102286;4.86949;4.00247;
0.102287;4.86734;4.00507;
0.102287;4.86518;4.00765;
0.102287;4.863;4.01021;
0.102288;4.8608;4.01276;
0.102288;4.85858;4.0153;
0.102288;4.85634;4.01782;
0.102289;4.85409;4.02033;
0.102289;4.85182;4.02283;
0.102289;4.84954;4.02531;
0.102289;4.84723;4.02777;
0.10229;4.84491;4.03022;
0.10229;4.84258;4.03266;
0.10229;4.84022;4.03508;
0.102291;4.83785;4.03749;
0.102291;4.83546;4.03988;
0.102291;4.83305;4.04226;
0.102292;4.83063;4.04463;
0.102292;4.82819;4.04698;
0.102292;4.82573;4.04932;
0.102292;4.82326;4.05164;
0.102293;4.82076;4.05395;
0.102293;4.81825;4.05624;
0.102293;4.81573;4.05852;
0.102294;4.81318;4.06078;
0.102294;4.81062;4.06303;
0.102294;4.80804;4.06527;
0.102295;4.80545;4.06749;
0.102295;4.80284;4.0697;
0.102295;4.80021;4.07189;
0.102295;4.79756;4.07407;
0.102296;4.7949;4.07623;
0.102296;4.79222;4.07838;
0.102296;4.78952;4.08051;
0.102297;4.78681;4.08263;
0.102297;4.78408;4.08474;
0.102297;4.78133;4.08683;
0.102298;4.77856;4.0889;
0.102298;4.77578;4.09097;
0.102298;4.77298;4.09301;
0.102298;4.77017;4.09505;
0.102299;4.76733;4.09706;
0.102299;4.76448;4.09907;
0.102299;4.76162;4.10106;
0.1023;4.75873;4.10303;
0.1023;4.75583;4.10499;
0.1023;4.75291;4.10694;
0.102301;4.74998;4.10887;
0.102301;4.74703;4.11078;
0.102301;4.74406;4.11268;
0.102301;4.74107;4.11457;
0.102302;4.73807;4.11644;
0.102302;4.73505;4.1183;
0.102302;4.73202;4.12014;
0.102303;4.72896;4.12197;
0.102303;4.7259;4.12378;
0.102303;4.72281;4.12558;
0.102304;4.71971;4.12737;
0.102304;4.71659;4.12914;
0.102304;4.71345;4.13089;
0.102304;4.7103;4.13263;
0.102305;4.70713;4.13436;
0.102305;4.70394;4.13607;
0.102305;4.70074;4.13777;
0.102306;4.69752;4.13945;
0.102306;4.69428;4.14111;
0.102306;4.69103;4.14277;
0.102307;4.68776;4.1444;
0.102307;4.68447;4.14603;
0.102307;4.68117;4.14763;
0.102307;4.67785;4.14923;
0.102308;4.67451;4.15081;
0.102308;4.67116;4.15237;
0.102308;4.66779;4.15392;
0.102309;4.6644;4.15545;
0.102309;4.661;4.15697;
0.102309;4.65758;4.15848;
0.10231;4.65414;4.15997;
0.10231;4.65069;4.16144;
0.10231;4.64722;4.1629;
0.10231;4.64374;4.16435;
0.102311;4.64023;4.16578;
0.102311;4.63671;4.1672;
0.102311;4.63318;4.1686;
0.102312;4.62963;4.16998;
0.102312;4.62606;4.17135;
0.102312;4.62248;4.17271;
0.102313;4.61887;4.17405;
0.102313;4.61526;4.17538;
0.102313;4.61162;4.17669;
0.102313;4.60797;4.17799;
0.102314;4.60431;4.17927;
0.102314;4.60062;4.18054;
0.102314;4.59693;4.18179;
0.102315;4.59321;4.18303;
0.102315;4.58948;4.18425;
0.102315;4.58573;4.18546;
0.102316;4.58197;4.18665;
0.102316;4.57818;4.18783;
0.102316;4.57439;4.189;
0.102316;4.57057;4.19015;
0.102317;4.56675;4.19128;
0.102317;4.5629;4.1924;
0.102317;4.55904;4.1935;
0.102318;4.55516;4.19459;
0.102318;4.55127;4.19567;
0.102318;4.54735;4.19673;
0.102319;4.54343;4.19777;
0.102319;4.53949;4.1988;
0.102319;4.53553;4.19981;
0.102319;4.53155;4.20081;
0.10232;4.52756;4.2018;
0.10232;4.52355;4.20277;
0.10232;4.51953;4.20372;
0.102321;4.51549;4.20466;
0.102321;4.51144;4.20559;
0.102321;4.50736;4.2065;
0.102322;4.50328;4.20739;
0.102322;4.49917;4.20827;
0.102322;4.49505;4.20914;
0.102322;4.49092;4.20999;
0.102323;4.48677;4.21082;
0.102323;4.4826;4.21164;
0.102323;4.47842;4.21245;
0.102324;4.47422;4.21324;
0.102324;4.47;4.21402;
0.102324;4.46577;4.21478;
0.102325;4.46153;4.21552;
0.102325;4.45726;4.21625;
0.102325;4.45298;4.21697;
0.102325;4.44869;4.21767;
0.102326;4.44438;4.21835;
0.102326;4.44005;4.21902;
0.102326;4.43571;4.21968;
0.102327;4.43136;4.22032;
0.102327;4.42698;4.22095;
0.102327;4.42259;4.22156;
0.102328;4.41819;4.22215;
0.102328;4.41377;4.22273;
0.102328;4.40933;4.2233;
0.102328;4.40488;4.22385;
0.102329;4.40041;4.22438;
0.102329;4.39593;4.22491;
0.102329;4.39143;4.22541;
0.10233;4.38692;4.2259;
0.10233;4.38239;4.22638;
0.10233;4.37784;4.22684;
0.102331;4.37328;4.22728;
0.102331;4.36871;4.22771;
0.102331;4.36411;4.22813;
0.102331;4.35951;4.22853;
0.102332;4.35488;4.22892;
0.102332;4.35025;4.22929;
0.102332;4.34559;4.22964;
0.102333;4.34092;4.22998;
0.102333;4.33624;4.23031;
0.102333;4.33154;4.23062;
0.102334;4.32682;4.23091;
0.102334;4.32209;4.23119;
0.102334;4.31735;4.23146;
0.102334;4.31258;4.23171;
0.102335;4.30781;4.23194;
0.102335;4.30301;4.23216;
0.102335;4.29821;4.23237;
0.102336;4.29338;4.23256;
0.102336;4.28855;4.23273;
0.102336;4.28369;4.23289;
0.102337;4.27882;4.23304;
0.102337;4.27394;4.23317;
0.102337;4.26904;4.23328;
0.102337;4.26413;4.23338;
0.102338;4.2592;4.23347;
0.102338;4.25425;4.23354;
0.102338;4.2493;4.23359;
0.102339;4.24432;4.23363;
0.102339;4.23933;4.23366;
0.102339;4.23433;4.23366;
0.10234;4.22931;4.23366;
0.10234;4.22427;4.23364;
0.10234;4.21922;4.2336;
0.10234;4.21416;4.23355;
0.102341;4.20908;4.23349;
0.102341;4.20398;4.23341;
0.102341;4.19887;4.23331;
0.102342;4.19375;4.2332;
0.102342;4.18861;4.23307;
0.102342;4.18346;4.23293;
0.102343;4.17829;4.23278;
0.102343;4.1731;4.23261;
0.102343;4.1679;4.23242;
0.102343;4.16269;4.23222;
0.102344;4.15746;4.232;
0.102344;4.15222;4.23177;
0.102344;4.14696;4.23152;
0.102345;4.14169;4.23126;
0.102345;4.1364;4.23099;
0.102345;4.1311;4.2307;
0.102346;4.12578;4.23039;
0.102346;4.12045;4.23007;
0.102346;4.1151;4.22973;
0.102346;4.10974;4.22938;
0.102347;4.10437;4.22901;
0.102347;4.09898;4.22863;
0.102347;4.09357;4.22824;
0.102348;4.08815;4.22782;
0.102348;4.08272;4.2274;
0.102348;4.07727;4.22696;
0.102349;4.07181;4.2265;
0.102349;4.06633;4.22603;
0.102349;4.06084;4.22554;
0.102349;4.05534;4.22504;
0.10235;4.04982;4.22452;
0.10235;4.04428;4.22399;
0.10235;4.03873;4.22345;
0.102351;4.03317;4.22288;
0.102351;4.02759;4.22231;
0.102351;4.022;4.22172;
0.102352;4.01639;4.22111;
0.102352;4.01077;4.22049;
0.102352;4.00514;4.21985;
0.102352;3.99949;4.2192;
0.102353;3.99383;4.21853;
0.102353;3.98815;4.21785;
0.102353;3.98246;4.21715;
0.102354;3.97675;4.21644;
0.102354;3.97103;4.21572;
0.102354;3.9653;4.21497;
0.102355;3.95955;4.21422;
0.102355;3.95379;4.21345;
0.102355;3.94801;4.21266;
0.102355;3.94222;4.21186;
0.102356;3.93642;4.21104;
0.102356;3.9306;4.21021;
0.102356;3.92477;4.20936;
0.102357;3.91892;4.2085;
0.102357;3.91306;4.20763;
0.102357;3.90719;4.20674;
0.102358;3.9013;4.20583;
0.102358;3.8954;4.20491;
0.102358;3.88948;4.20397;
0.102358;3.88355;4.20302;
0.102359;3.87761;4.20206;
0.102359;3.87165;4.20108;
0.102359;3.86568;4.20008;
0.10236;3.8597;4.19907;
0.10236;3.8537;4.19804;
0.10236;3.84769;4.197;
0.102361;3.84166;4.19595;
0.102361;3.83562;4.19488;
0.102361;3.82957;4.19379;
0.102361;3.8235;4.19269;
0.102362;3.81742;4.19158;
0.102362;3.81133;4.19045;
0.102362;3.80522;4.1893;
0.102363;3.7991;4.18814;
0.102363;3.79297;4.18697;
0.102363;3.78682;4.18578;
0.102364;3.78066;4.18457;
0.102364;3.77448;4.18335;
0.102364;3.7683;4.18212;
0.102364;3.76209;4.18087;
0.102365;3.75588;4.17961;
0.102365;3.74965;4.17833;
0.102365;3.74341;4.17704;
0.102366;3.73716;4.17573;
0.102366;3.73089;4.1744;
0.102366;3.72461;4.17307;
0.102367;3.71831;4.17171;
0.102367;3.712;4.17035;
0.102367;3.70568;4.16896;
0.102367;3.69935;4.16757;
0.102368;3.693;4.16615;
0.102368;3.68664;4.16473;
0.102368;3.68027;4.16329;
0.102369;3.67388;4.16183;
0.102369;3.66748;4.16036;
0.102369;3.66107;4.15887;
0.10237;3.65465;4.15737;
0.10237;3.64821;4.15586;
0.10237;3.64176;4.15433;
0.10237;3.63529;4.15278;
0.102371;3.62881;4.15122;
0.102371;3.62232;4.14965;
0.102371;3.61582;4.14806;
0.102372;3.60931;4.14645;
0.102372;3.60278;4.14483;
0.102372;3.59623;4.1432;
0.102373;3.58968;4.14155;
0.102373;3.58311;4.13989;
0.102373;3.57653;4.13821;
0.102373;3.56994;4.13652;
0.102374;3.56334;4.13481;
0.102374;3.55672;4.13309;
0.102374;3.55009;4.13135;
0.102375;3.54344;4.1296;
0.102375;3.53679;4.12784;
0.102375;3.53012;4.12606;
0.102376;3.52344;4.12426;
0.102376;3.51675;4.12245;
0.102376;3.51004;4.12063;
0.102376;3.50332;4.11879;
0.102377;3.49659;4.11693;
0.102377;3.48985;4.11507;
0.102377;3.48309;4.11318;
0.102378;3.47633;4.11129;
0.102378;3.46955;4.10937;
0.102378;3.46275;4.10745;
0.102379;3.45595;4.1055;
0.102379;3.44913;4.10355;
0.102379;3.4423;4.10158;
0.102379;3.43546;4.09959;
0.10238;3.42861;4.09759;
0.10238;3.42174;4.09558;
0.10238;3.41486;4.09355;
0.102381;3.40797;4.09151;
0.102381;3.40107;4.08945;
0.102381;3.39415;4.08738;
0.102382;3.38723;4.08529;
0.102382;3.38029;4.08319;
0.102382;3.37334;4.08107;
0.102382;3.36638;4.07894;
0.102383;3.3594;4.0768;
0.102383;3.35241;4.07464;
0.102383;3.34542;4.07246;
0.102384;3.33841;4.07028;
0.102384;3.33138;4.06807;
0.102384;3.32435;4.06586;
0.102385;3.3173;4.06362;
0.102385;3.31025;4.06138;
0.102385;3.30318;4.05912;
0.102385;3.2961;4.05684;
0.102386;3.289;4.05455;
0.102386;3.2819;4.05225;
0.102386;3.27478;4.04993;
0.102387;3.26765;4.0476;
0.102387;3.26051;4.04525;
0.102387;3.25336;4.04289;
0.102388;3.2462;4.04051;
0.102388;3.23903;4.03812;
0.102388;3.23184;4.03572;
0.102388;3.22464;4.0333;
0.102389;3.21744;4.03087;
0.102389;3.21022;4.02842;
0.102389;3.20298;4.02596;
0.10239;3.19574;4.02348;
0.10239;3.18849;4.02099;
0.10239;3.18122;4.01849;
0.102391;3.17395;4.01597;
0.102391;3.16666;4.01343;
0.102391;3.15936;4.01089;
0.102391;3.15205;4.00833;
0.102392;3.14473;4.00575;
0.102392;3.13739;4.00316;
0.102392;3.13005;4.00055;
0.102393;3.12269;3.99794;
0.102393;3.11533;3.9953;
0.102393;3.10795;3.99266;
0.102394;3.10056;3.99;
0.102394;3.09316;3.98732;
0.102394;3.08575;3.98463;
0.102394;3.07833;3.98193;
0.102395;3.0709;3.97921;
0.102395;3.06346;3.97648;
0.102395;3.056;3.97373;
0.102396;3.04854;3.97097;
0.102396;3.04106;3.9682;
0.102396;3.03357;3.96541;
0.102397;3.02608;3.9626;
0.102397;3.01857;3.95979;
0.102397;3.01105;3.95696;
0.102397;3.00352;3.95411;
0.102398;2.99598;3.95125;
0.102398;2.98843;3.94838;
0.102398;2.98087;3.94549;
0.102399;2.9733;3.94259;
0.102399;2.96571;3.93968;
0.102399;2.95812;3.93675;
0.1024;2.95052;3.93381;
0.1024;2.9429;3.93085;
0.1024;2.93528;3.92788;
0.1024;2.92764;3.92489;
0.102401;2.92;3.9219;
0.102401;2.91234;3.91888;
0.102401;2.90468;3.91586;
0.102402;2.897;3.91282;
0.102402;2.88931;3.90976;
0.102402;2.88162;3.90669;
0.102403;2.87391;3.90361;
0.102403;2.86619;3.90051;
0.102403;2.85846;3.89741;
0.102403;2.85073;3.89428;
0.102404;2.84298;3.89114;
0.102404;2.83522;3.88799;
0.102404;2.82745;3.88483;
0.102405;2.81967;3.88165;
0.102405;2.81188;3.87846;
0.102405;2.80409;3.87525;
0.102406;2.79628;3.87203;
0.102406;2.78846;3.86879;
0.102406;2.78063;3.86555;
0.102406;2.77279;3.86228;
0.102407;2.76495;3.85901;
0.102407;2.75709;3.85572;
0.102407;2.74922;3.85242;
0.102408;2.74135;3.8491;
0.102408;2.73346;3.84577;
0.102408;2.72556;3.84243;
0.102409;2.71766;3.83907;
0.102409;2.70974;3.8357;
0.102409;2.70181;3.83231;
0.102409;2.69388;3.82892;
0.10241;2.68593;3.8255;
0.10241;2.67798;3.82208;
0.10241;2.67002;3.81864;
0.102411;2.66204;3.81519;
0.102411;2.65406;3.81172;
0.102411;2.64607;3.80824;
0.102412;2.63807;3.80475;
0.102412;2.63006;3.80124;
0.102412;2.62204;3.79772;
0.102412;2.61401;3.79419;
0.102413;2.60597;3.79064;
0.102413;2.59792;3.78708;
0.102413;2.58986;3.7835;
0.102414;2.5818;3.77992;
0.102414;2.57372;3.77632;
0.102414;2.56563;3.7727;
0.102415;2.55754;3.76907;
0.102415;2.54944;3.76543;
0.102415;2.54133;3.76178;
0.102415;2.5332;3.75811;
0.102416;2.52507;3.75443;
0.102416;2.51694;3.75073;
0.102416;2.50879;3.74703;
0.102417;2.50063;3.7433;
0.102417;2.49246;3.73957;
0.102417;2.48429;3.73582;
0.102418;2.47611;3.73206;
0.102418;2.46791;3.72829;
0.102418;2.45971;3.7245;
0.102418;2.4515;3.7207;
0.102419;2.44328;3.71688;
0.102419;2.43506;3.71306;
0.102419;2.42682;3.70921;
0.10242;2.41858;3.70536;
0.10242;2.41032;3.70149;
0.10242;2.40206;3.69761;
0.102421;2.39379;3.69372;
0.102421;2.38551;3.68981;
0.102421;2.37723;3.68589;
0.102421;2.36893;3.68196;
0.102422;2.36063;3.67802;
0.102422;2.35231;3.67406;
0.102422;2.34399;3.67009;
0.102423;2.33566;3.6661;
0.102423;2.32733;3.6621;
0.102423;2.31898;3.65809;
0.102424;2.31063;3.65407;
0.102424;2.30227;3.65003;
0.102424;2.29389;3.64598;
0.102424;2.28552;3.64192;
0.102425;2.27713;3.63784;
0.102425;2.26873;3.63376;
0.102425;2.26033;3.62965;
0.102426;2.25192;3.62554;
0.102426;2.2435;3.62141;
0.102426;2.23508;3.61727;
0.102427;2.22664;3.61312;
0.102427;2.2182;3.60895;
0.102427;2.20975;3.60477;
0.102427;2.20129;3.60058;
0.102428;2.19282;3.59638;
0.102428;2.18435;3.59216;
0.102428;2.17587;3.58793;
0.102429;2.16738;3.58369;
0.102429;2.15888;3.57943;
0.102429;2.15038;3.57517;
0.10243;2.14186;3.57089;
0.10243;2.13334;3.56659;
0.10243;2.12482;3.56229;
0.10243;2.11628;3.55797;
0.102431;2.10774;3.55364;
0.102431;2.09919;3.54929;
0.102431;2.09063;3.54493;
0.102432;2.08207;3.54057;
0.102432;2.07349;3.53618;
0.102432;2.06491;3.53179;
0.102433;2.05633;3.52738;
0.102433;2.04773;3.52296;
0.102433;2.03913;3.51853;
0.102433;2.03052;3.51409;
0.102434;2.0219;3.50963;
0.102434;2.01328;3.50516;
0.102434;2.00465;3.50068;
0.102435;1.99601;3.49618;
0.102435;1.98737;3.49168;
0.102435;1.97872;3.48716;
0.102436;1.97006;3.48263;
0.102436;1.96139;3.47808;
0.102436;1.95272;3.47353;
0.102436;1.94404;3.46896;
0.102437;1.93535;3.46438;
0.102437;1.92666;3.45978;
0.102437;1.91796;3.45518;
0.102438;1.90925;3.45056;
0.102438;1.90054;3.44593;
0.102438;1.89182;3.44129;
0.102439;1.88309;3.43663;
0.102439;1.87436;3.43197;
0.102439;1.86561;3.42729;
0.102439;1.85687;3.4226;
0.10244;1.84811;3.41789;
0.10244;1.83935;3.41318;
0.10244;1.83059;3.40845;
0.102441;1.82181;3.40371;
0.102441;1.81303;3.39896;
0.102441;1.80424;3.3942;
0.102442;1.79545;3.38942;
0.102442;1.78665;3.38463;
0.102442;1.77785;3.37983;
0.102442;1.76903;3.37502;
0.102443;1.76022;3.3702;
0.102443;1.75139;3.36536;
0.102443;1.74256;3.36051;
0.102444;1.73372;3.35565;
0.102444;1.72488;3.35078;
0.102444;1.71603;3.3459;
0.102445;1.70718;3.341;
0.102445;1.69831;3.33609;
0.102445;1.68945;3.33117;
0.102445;1.68057;3.32624;
0.102446;1.67169;3.3213;
0.102446;1.66281;3.31635;
0.102446;1.65392;3.31138;
0.102447;1.64502;3.3064;
0.102447;1.63612;3.30141;
0.102447;1.62721;3.29641;
0.102448;1.61829;3.2914;
0.102448;1.60937;3.28637;
0.102448;1.60045;3.28133;
0.102448;1.59152;3.27629;
0.102449;1.58258;3.27123;
0.102449;1.57364;3.26615;
0.102449;1.56469;3.26107;
0.10245;1.55573;3.25598;
0.10245;1.54677;3.25087;
0.10245;1.53781;3.24575;
0.102451;1.52884;3.24062;
0.102451;1.51986;3.23548;
0.102451;1.51088;3.23033;
0.102451;1.50189;3.22516;
0.102452;1.4929;3.21999;
0.102452;1.4839;3.2148;
0.102452;1.4749;3.2096;
0.102453;1.46589;3.20439;
0.102453;1.45688;3.19917;
0.102453;1.44786;3.19394;
0.102454;1.43884;3.1887;
0.102454;1.42981;3.18344;
0.102454;1.42077;3.17817;
0.102454;1.41174;3.1729;
0.102455;1.40269;3.16761;
0.102455;1.39364;3.16231;
0.102455;1.38459;3.15699;
0.102456;1.37553;3.15167;
0.102456;1.36647;3.14634;
0.102456;1.3574;3.14099;
0.102457;1.34833;3.13564;
0.102457;1.33925;3.13027;
0.102457;1.33016;3.12489;
0.102457;1.32108;3.1195;
0.102458;1.31199;3.1141;
0.102458;1.30289;3.10869;
0.102458;1.29379;3.10326;
0.102459;1.28468;3.09783;
0.102459;1.27557;3.09239;
0.102459;1.26646;3.08693;
0.10246;1.25734;3.08146;
0.10246;1.24821;3.07599;
0.10246;1.23908;3.0705;
0.10246;1.22995;3.065;
0.102461;1.22081;3.05949;
0.102461;1.21167;3.05396;
0.102461;1.20252;3.04843;
0.102462;1.19337;3.04289;
0.102462;1.18422;3.03734;
0.102462;1.17506;3.03177;
0.102463;1.1659;3.02619;
0.102463;1.15673;3.02061;
0.102463;1.14756;3.01501;
0.102463;1.13838;3.0094;
0.102464;1.12921;3.00379;
0.102464;1.12002;2.99816;
0.102464;1.11083;2.99252;
0.102465;1.10164;2.98687;
0.102465;1.09245;2.98121;
0.102465;1.08325;2.97553;
0.102466;1.07405;2.96985;
0.102466;1.06484;2.96416;
0.102466;1.05563;2.95846;
0.102466;1.04642;2.95274;
0.102467;1.0372;2.94702;
0.102467;1.02798;2.94128;
0.102467;1.01875;2.93554;
0.102468;1.00952;2.92978;
0.102468;1.00029;2.92402;
0.102468;0.991053;2.91824;
0.102469;0.981814;2.91245;
0.102469;0.972571;2.90666;
0.102469;0.963324;2.90085;
0.102469;0.954074;2.89503;
0.10247;0.944821;2.8892;
0.10247;0.935564;2.88336;
0.10247;0.926304;2.87752;
0.102471;0.917041;2.87166;
0.102471;0.907775;2.86579;
0.102471;0.898505;2.85991;
0.102472;0.889232;2.85402;
0.102472;0.879956;2.84812;
0.102472;0.870677;2.84221;
0.102472;0.861394;2.83629;
0.102473;0.852109;2.83036;
0.102473;0.84282;2.82442;
0.102473;0.833529;2.81847;
0.102474;0.824235;2.81251;
0.102474;0.814937;2.80654;
0.102474;0.805637;2.80056;
0.102475;0.796334;2.79457;
0.102475;0.787028;2.78857;
0.102475;0.77772;2.78256;
0.102475;0.768408;2.77654;
0.102476;0.759094;2.77052;
0.102476;0.749777;2.76448;
0.102476;0.740458;2.75843;
0.102477;0.731135;2.75237;
0.102477;0.721811;2.7463;
0.102477;0.712483;2.74022;
0.102478;0.703153;2.73413;
0.102478;0.693821;2.72804;
0.102478;0.684486;2.72193;
0.102478;0.675149;2.71581;
0.102479;0.665809;2.70968;
0.102479;0.656467;2.70355;
0.102479;0.647123;2.6974;
0.10248;0.637776;2.69125;
0.10248;0.628427;2.68508;
0.10248;0.619076;2.67891;
0.102481;0.609723;2.67272;
0.102481;0.600367;2.66653;
0.102481;0.59101;2.66032;
0.102481;0.58165;2.65411;
0.102482;0.572288;2.64789;
0.102482;0.562924;2.64166;
0.102482;0.553558;2.63542;
0.102483;0.544191;2.62917;
0.102483;0.534821;2.62291;
0.102483;0.525449;2.61664;
0.102484;0.516076;2.61036;
0.102484;0.5067;2.60407;
0.102484;0.497323;2.59778;
0.102484;0.487944;2.59147;
0.102485;0.478564;2.58516;
0.102485;0.469181;2.57883;
0.102485;0.459797;2.5725;
0.102486;0.450412;2.56615;
0.102486;0.441024;2.5598;
0.102486;0.431636;2.55344;
0.102487;0.422245;2.54707;
0.102487;0.412853;2.54069;
0.102487;0.40346;2.5343;
0.102487;0.394065;2.52791;
0.102488;0.384669;2.5215;
0.102488;0.375272;2.51509;
0.102488;0.365873;2.50866;
0.102489;0.356473;2.50223;
0.102489;0.347071;2.49579;
0.102489;0.337668;2.48934;
0.10249;0.328265;2.48288;
0.10249;0.31886;2.47641;
0.10249;0.309453;2.46993;
0.10249;0.300046;2.46345;
0.102491;0.290638;2.45695;
0.102491;0.281228;2.45045;
0.102491;0.271818;2.44394;
0.102492;0.262407;2.43742;
0.102492;0.252995;2.43089;
0.102492;0.243581;2.42435;
0.102493;0.234167;2.4178;
0.102493;0.224753;2.41125;
0.102493;0.215337;2.40468;
0.102493;0.205921;2.39811;
0.102494;0.196503;2.39153;
0.102494;0.187086;2.38494;
0.102494;0.177667;2.37834;
0.102495;0.168248;2.37174;
0.102495;0.158828;2.36512;
0.102495;0.149408;2.3585;
0.102496;0.139987;2.35187;
0.102496;0.130566;2.34523;
0.102496;0.121144;2.33858;
0.102496;0.111722;2.33192;
0.102497;0.102299;2.32526;
0.102497;0.0928761;2.31859;
0.102497;0.0834528;2.3119;
0.102498;0.0740292;2.30522;
0.102498;0.0646053;2.29852;
0.102498;0.0551812;2.29181;
0.102499;0.0457569;2.2851;
0.102499;0.0363324;2.27838;
0.102499;0.0269078;2.27165;
0.102499;0.0174832;2.26491;
0.1025;0.00805842;2.25816;
0.1025;-0.00136636;2.25141;
0.1025;-0.0107911;2.24464;
0.102501;-0.0202159;2.23787;
0.102501;-0.0296405;2.2311;
0.102501;-0.0390651;2.22431;
0.102502;-0.0484895;2.21752;
0.102502;-0.0579137;2.21071;
0.102502;-0.0673378;2.2039;
0.102502;-0.0767616;2.19709;
0.102503;-0.0861851;2.19026;
0.102503;-0.0956083;2.18343;
0.102503;-0.105031;2.17659;
0.102504;-0.114454;2.16974;
0.102504;-0.123876;2.16288;
0.102504;-0.133297;2.15602;
0.102505;-0.142719;2.14915;
