Note,DPO2012 - 오후 5:55:30   2024-09-11,,-1.9877113E-3,2.6400001,,Note,DPO2012 - 오후 5:55:30   2024-09-11,,-1.9877113E-3,2.72000027,,Note,DPO2012 - 오후 5:55:30   2024-09-11,,-1.9877113E-3,4.48000050,,Note,DPO2012 - 오후 5:55:30   2024-09-11,,-1.9877113E-3,4.64000034,
,,,-1.9869432E-3,2.80000019,,,,,-1.9869432E-3,2.72000027,,,,,-1.9869432E-3,4.64000034,,,,,-1.9869432E-3,4.64000034,
,,,-1.9861753E-3,2.72000027,,,,,-1.9861753E-3,2.80000019,,,,,-1.9861753E-3,4.48000050,,,,,-1.9861753E-3,4.64000034,
,,,-1.9854072E-3,2.88000011,,,,,-1.9854072E-3,2.80000019,,,,,-1.9854072E-3,4.64000034,,,,,-1.9854072E-3,4.64000034,
,,,-1.9846391E-3,2.80000019,,,,,-1.9846391E-3,2.80000019,,,,,-1.9846391E-3,4.48000050,,,,,-1.9846391E-3,4.64000034,
,,,-1.9838710E-3,2.88000011,,,,,-1.9838710E-3,2.88000011,,,,,-1.9838710E-3,4.72000027,,,,,-1.9838710E-3,4.56000042,
,,,-1.9831031E-3,2.80000019,,,,,-1.9831031E-3,2.88000011,,,,,-1.9831031E-3,4.48000050,,,,,-1.9831031E-3,4.56000042,
,,,-1.9823350E-3,2.96000028,,,,,-1.9823350E-3,2.88000011,,,,,-1.9823350E-3,4.64000034,,,,,-1.9823350E-3,4.56000042,
,,,-1.9815669E-3,2.88000011,,,,,-1.9815669E-3,2.88000011,,,,,-1.9815669E-3,4.48000050,,,,,-1.9815669E-3,4.56000042,
,,,-1.9807988E-3,2.96000028,,,,,-1.9807988E-3,2.88000011,,,,,-1.9807988E-3,4.64000034,,,,,-1.9807988E-3,4.64000034,
,,,-1.9800309E-3,2.88000011,,,,,-1.9800309E-3,2.88000011,,,,,-1.9800309E-3,4.48000050,,,,,-1.9800309E-3,4.64000034,
,,,-1.9792628E-3,3.04000020,,,,,-1.9792628E-3,2.96000028,,,,,-1.9792628E-3,4.64000034,,,,,-1.9792628E-3,4.64000034,
,,,-1.9784947E-3,2.96000028,,,,,-1.9784947E-3,2.96000028,,,,,-1.9784947E-3,4.48000050,,,,,-1.9784947E-3,4.64000034,
,,,-1.9777266E-3,3.04000020,,,,,-1.9777266E-3,2.96000028,,,,,-1.9777266E-3,4.64000034,,,,,-1.9777266E-3,4.64000034,
,,,-1.9769587E-3,2.96000028,,,,,-1.9769587E-3,3.04000020,,,,,-1.9769587E-3,4.48000050,,,,,-1.9769587E-3,4.56000042,
,,,-1.9761906E-3,3.12000012,,,,,-1.9761906E-3,3.04000020,,,,,-1.9761906E-3,4.64000034,,,,,-1.9761906E-3,4.64000034,
,,,-1.9754225E-3,3.04000020,,,,,-1.9754225E-3,3.04000020,,,,,-1.9754225E-3,4.48000050,,,,,-1.9754225E-3,4.64000034,
,,,-1.9746544E-3,3.12000012,,,,,-1.9746544E-3,3.04000020,,,,,-1.9746544E-3,4.64000034,,,,,-1.9746544E-3,4.64000034,
,,,-1.9738865E-3,3.04000020,,,,,-1.9738865E-3,3.04000020,,,,,-1.9738865E-3,4.48000050,,,,,-1.9738865E-3,4.64000034,
,,,-1.9731184E-3,3.20000029,,,,,-1.9731184E-3,3.12000012,,,,,-1.9731184E-3,4.64000034,,,,,-1.9731184E-3,4.64000034,
,,,-1.9723503E-3,3.04000020,,,,,-1.9723503E-3,3.12000012,,,,,-1.9723503E-3,4.48000050,,,,,-1.9723503E-3,4.64000034,
,,,-1.9715822E-3,3.20000029,,,,,-1.9715822E-3,3.12000012,,,,,-1.9715822E-3,4.64000034,,,,,-1.9715822E-3,4.56000042,
,,,-1.9708143E-3,3.12000012,,,,,-1.9708143E-3,3.12000012,,,,,-1.9708143E-3,4.48000050,,,,,-1.9708143E-3,4.56000042,
,,,-1.9700462E-3,3.28000021,,,,,-1.9700462E-3,3.20000029,,,,,-1.9700462E-3,4.64000034,,,,,-1.9700462E-3,4.64000034,
,,,-1.9692781E-3,3.12000012,,,,,-1.9692781E-3,3.20000029,,,,,-1.9692781E-3,4.48000050,,,,,-1.9692781E-3,4.56000042,
,,,-1.9685100E-3,3.28000021,,,,,-1.9685100E-3,3.20000029,,,,,-1.9685100E-3,4.64000034,,,,,-1.9685100E-3,4.56000042,
,,,-1.9677421E-3,3.20000029,,,,,-1.9677421E-3,3.20000029,,,,,-1.9677421E-3,4.48000050,,,,,-1.9677421E-3,4.56000042,
,,,-1.9669740E-3,3.28000021,,,,,-1.9669740E-3,3.20000029,,,,,-1.9669740E-3,4.64000034,,,,,-1.9669740E-3,4.64000034,
,,,-1.9662059E-3,3.20000029,,,,,-1.9662059E-3,3.20000029,,,,,-1.9662059E-3,4.48000050,,,,,-1.9662059E-3,4.56000042,
,,,-1.9654378E-3,3.36000013,,,,,-1.9654378E-3,3.28000021,,,,,-1.9654378E-3,4.64000034,,,,,-1.9654378E-3,4.64000034,
,,,-1.9646699E-3,3.28000021,,,,,-1.9646699E-3,3.28000021,,,,,-1.9646699E-3,4.48000050,,,,,-1.9646699E-3,4.64000034,
,,,-1.9639018E-3,3.36000013,,,,,-1.9639018E-3,3.28000021,,,,,-1.9639018E-3,4.64000034,,,,,-1.9639018E-3,4.64000034,
,,,-1.9631337E-3,3.28000021,,,,,-1.9631337E-3,3.36000013,,,,,-1.9631337E-3,4.48000050,,,,,-1.9631337E-3,4.64000034,
,,,-1.9623656E-3,3.44000030,,,,,-1.9623656E-3,3.36000013,,,,,-1.9623656E-3,4.72000027,,,,,-1.9623656E-3,4.64000034,
,,,-1.9615977E-3,3.36000013,,,,,-1.9615977E-3,3.36000013,,,,,-1.9615977E-3,4.48000050,,,,,-1.9615977E-3,4.64000034,
,,,-1.9608296E-3,3.44000030,,,,,-1.9608296E-3,3.36000013,,,,,-1.9608296E-3,4.64000034,,,,,-1.9608296E-3,4.64000034,
,,,-1.9600615E-3,3.36000013,,,,,-1.9600615E-3,3.44000030,,,,,-1.9600615E-3,4.48000050,,,,,-1.9600615E-3,4.64000034,
,,,-1.9592934E-3,3.52000022,,,,,-1.9592934E-3,3.44000030,,,,,-1.9592934E-3,4.64000034,,,,,-1.9592934E-3,4.56000042,
,,,-1.9585255E-3,3.36000013,,,,,-1.9585255E-3,3.44000030,,,,,-1.9585255E-3,4.48000050,,,,,-1.9585255E-3,4.64000034,
,,,-1.9577574E-3,3.52000022,,,,,-1.9577574E-3,3.44000030,,,,,-1.9577574E-3,4.64000034,,,,,-1.9577574E-3,4.64000034,
,,,-1.9569893E-3,3.44000030,,,,,-1.9569893E-3,3.44000030,,,,,-1.9569893E-3,4.48000050,,,,,-1.9569893E-3,4.64000034,
,,,-1.9562212E-3,3.52000022,,,,,-1.9562212E-3,3.44000030,,,,,-1.9562212E-3,4.64000034,,,,,-1.9562212E-3,4.64000034,
,,,-1.9554533E-3,3.44000030,,,,,-1.9554533E-3,3.44000030,,,,,-1.9554533E-3,4.48000050,,,,,-1.9554533E-3,4.56000042,
,,,-1.9546852E-3,3.60000014,,,,,-1.9546852E-3,3.52000022,,,,,-1.9546852E-3,4.64000034,,,,,-1.9546852E-3,4.64000034,
,,,-1.9539171E-3,3.52000022,,,,,-1.9539171E-3,3.52000022,,,,,-1.9539171E-3,4.48000050,,,,,-1.9539171E-3,4.64000034,
,,,-1.9531490E-3,3.60000014,,,,,-1.9531490E-3,3.52000022,,,,,-1.9531490E-3,4.64000034,,,,,-1.9531490E-3,4.64000034,
,,,-1.9523810E-3,3.52000022,,,,,-1.9523810E-3,3.52000022,,,,,-1.9523810E-3,4.48000050,,,,,-1.9523810E-3,4.64000034,
,,,-1.9516130E-3,3.68000031,,,,,-1.9516130E-3,3.60000014,,,,,-1.9516130E-3,4.64000034,,,,,-1.9516130E-3,4.64000034,
,,,-1.9508449E-3,3.60000014,,,,,-1.9508449E-3,3.60000014,,,,,-1.9508449E-3,4.48000050,,,,,-1.9508449E-3,4.64000034,
,,,-1.9500769E-3,3.68000031,,,,,-1.9500769E-3,3.60000014,,,,,-1.9500769E-3,4.64000034,,,,,-1.9500769E-3,4.64000034,
,,,-1.9493089E-3,3.60000014,,,,,-1.9493089E-3,3.60000014,,,,,-1.9493089E-3,4.48000050,,,,,-1.9493089E-3,4.64000034,
,,,-1.9485408E-3,3.76000023,,,,,-1.9485408E-3,3.68000031,,,,,-1.9485408E-3,4.72000027,,,,,-1.9485408E-3,4.64000034,
,,,-1.9477728E-3,3.60000014,,,,,-1.9477728E-3,3.68000031,,,,,-1.9477728E-3,4.48000050,,,,,-1.9477728E-3,4.56000042,
,,,-1.9470047E-3,3.76000023,,,,,-1.9470047E-3,3.68000031,,,,,-1.9470047E-3,4.64000034,,,,,-1.9470047E-3,4.64000034,
,,,-1.9462367E-3,3.68000031,,,,,-1.9462367E-3,3.68000031,,,,,-1.9462367E-3,4.48000050,,,,,-1.9462367E-3,4.64000034,
,,,-1.9454686E-3,3.76000023,,,,,-1.9454686E-3,3.76000023,,,,,-1.9454686E-3,4.64000034,,,,,-1.9454686E-3,4.64000034,
,,,-1.9447006E-3,3.68000031,,,,,-1.9447006E-3,3.76000023,,,,,-1.9447006E-3,4.48000050,,,,,-1.9447006E-3,4.64000034,
,,,-1.9439325E-3,3.84000015,,,,,-1.9439325E-3,3.76000023,,,,,-1.9439325E-3,4.64000034,,,,,-1.9439325E-3,4.56000042,
,,,-1.9431645E-3,3.76000023,,,,,-1.9431645E-3,3.76000023,,,,,-1.9431645E-3,4.48000050,,,,,-1.9431645E-3,4.64000034,
,,,-1.9423964E-3,3.84000015,,,,,-1.9423964E-3,3.76000023,,,,,-1.9423964E-3,4.64000034,,,,,-1.9423964E-3,4.64000034,
,,,-1.9416284E-3,3.76000023,,,,,-1.9416284E-3,3.84000015,,,,,-1.9416284E-3,4.48000050,,,,,-1.9416284E-3,4.64000034,
,,,-1.9408603E-3,3.92000031,,,,,-1.9408603E-3,3.84000015,,,,,-1.9408603E-3,4.72000027,,,,,-1.9408603E-3,4.64000034,
,,,-1.9400923E-3,3.76000023,,,,,-1.9400923E-3,3.84000015,,,,,-1.9400923E-3,4.48000050,,,,,-1.9400923E-3,4.64000034,
,,,-1.9393242E-3,3.92000031,,,,,-1.9393242E-3,3.84000015,,,,,-1.9393242E-3,4.64000034,,,,,-1.9393242E-3,4.64000034,
,,,-1.9385562E-3,3.84000015,,,,,-1.9385562E-3,3.92000031,,,,,-1.9385562E-3,4.48000050,,,,,-1.9385562E-3,4.64000034,
,,,-1.9377881E-3,3.92000031,,,,,-1.9377881E-3,3.92000031,,,,,-1.9377881E-3,4.64000034,,,,,-1.9377881E-3,4.64000034,
,,,-1.9370201E-3,3.84000015,,,,,-1.9370201E-3,3.92000031,,,,,-1.9370201E-3,4.48000050,,,,,-1.9370201E-3,4.64000034,
,,,-1.9362520E-3,4.00000048,,,,,-1.9362520E-3,3.92000031,,,,,-1.9362520E-3,4.64000034,,,,,-1.9362520E-3,4.64000034,
,,,-1.9354840E-3,3.84000015,,,,,-1.9354840E-3,3.92000031,,,,,-1.9354840E-3,4.48000050,,,,,-1.9354840E-3,4.64000034,
,,,-1.9347159E-3,4.00000048,,,,,-1.9347159E-3,3.92000031,,,,,-1.9347159E-3,4.64000034,,,,,-1.9347159E-3,4.56000042,
,,,-1.9339479E-3,3.92000031,,,,,-1.9339479E-3,4.00000048,,,,,-1.9339479E-3,4.48000050,,,,,-1.9339479E-3,4.64000034,
,,,-1.9331798E-3,4.08000040,,,,,-1.9331798E-3,4.00000048,,,,,-1.9331798E-3,4.64000034,,,,,-1.9331798E-3,4.64000034,
,,,-1.9324118E-3,3.92000031,,,,,-1.9324118E-3,4.00000048,,,,,-1.9324118E-3,4.48000050,,,,,-1.9324118E-3,4.64000034,
,,,-1.9316437E-3,4.08000040,,,,,-1.9316437E-3,4.00000048,,,,,-1.9316437E-3,4.64000034,,,,,-1.9316437E-3,4.64000034,
,,,-1.9308757E-3,4.00000048,,,,,-1.9308757E-3,4.00000048,,,,,-1.9308757E-3,4.48000050,,,,,-1.9308757E-3,4.56000042,
,,,-1.9301076E-3,4.08000040,,,,,-1.9301076E-3,4.08000040,,,,,-1.9301076E-3,4.64000034,,,,,-1.9301076E-3,4.56000042,
,,,-1.9293396E-3,4.00000048,,,,,-1.9293396E-3,4.08000040,,,,,-1.9293396E-3,4.48000050,,,,,-1.9293396E-3,4.64000034,
,,,-1.9285715E-3,4.16000032,,,,,-1.9285715E-3,4.08000040,,,,,-1.9285715E-3,4.64000034,,,,,-1.9285715E-3,4.64000034,
,,,-1.9278035E-3,4.00000048,,,,,-1.9278035E-3,4.08000040,,,,,-1.9278035E-3,4.48000050,,,,,-1.9278035E-3,4.64000034,
,,,-1.9270354E-3,4.16000032,,,,,-1.9270354E-3,4.08000040,,,,,-1.9270354E-3,4.64000034,,,,,-1.9270354E-3,4.56000042,
,,,-1.9262674E-3,4.00000048,,,,,-1.9262674E-3,4.08000040,,,,,-1.9262674E-3,4.48000050,,,,,-1.9262674E-3,4.64000034,
,,,-1.9254993E-3,4.24000025,,,,,-1.9254993E-3,4.08000040,,,,,-1.9254993E-3,4.64000034,,,,,-1.9254993E-3,4.64000034,
,,,-1.9247313E-3,4.08000040,,,,,-1.9247313E-3,4.16000032,,,,,-1.9247313E-3,4.48000050,,,,,-1.9247313E-3,4.64000034,
,,,-1.9239632E-3,4.24000025,,,,,-1.9239632E-3,4.16000032,,,,,-1.9239632E-3,4.64000034,,,,,-1.9239632E-3,4.56000042,
,,,-1.9231952E-3,4.08000040,,,,,-1.9231952E-3,4.16000032,,,,,-1.9231952E-3,4.48000050,,,,,-1.9231952E-3,4.64000034,
,,,-1.9224271E-3,4.24000025,,,,,-1.9224271E-3,4.24000025,,,,,-1.9224271E-3,4.64000034,,,,,-1.9224271E-3,4.56000042,
,,,-1.9216591E-3,4.08000040,,,,,-1.9216591E-3,4.24000025,,,,,-1.9216591E-3,4.48000050,,,,,-1.9216591E-3,4.64000034,
,,,-1.9208910E-3,4.32000017,,,,,-1.9208910E-3,4.16000032,,,,,-1.9208910E-3,4.72000027,,,,,-1.9208910E-3,4.56000042,
,,,-1.9201230E-3,4.16000032,,,,,-1.9201230E-3,4.24000025,,,,,-1.9201230E-3,4.48000050,,,,,-1.9201230E-3,4.64000034,
,,,-1.9193549E-3,4.32000017,,,,,-1.9193549E-3,4.24000025,,,,,-1.9193549E-3,4.64000034,,,,,-1.9193549E-3,4.56000042,
,,,-1.9185869E-3,4.16000032,,,,,-1.9185869E-3,4.32000017,,,,,-1.9185869E-3,4.48000050,,,,,-1.9185869E-3,4.64000034,
,,,-1.9178188E-3,4.32000017,,,,,-1.9178188E-3,4.24000025,,,,,-1.9178188E-3,4.64000034,,,,,-1.9178188E-3,4.64000034,
,,,-1.9170508E-3,4.24000025,,,,,-1.9170508E-3,4.24000025,,,,,-1.9170508E-3,4.48000050,,,,,-1.9170508E-3,4.64000034,
,,,-1.9162827E-3,4.32000017,,,,,-1.9162827E-3,4.32000017,,,,,-1.9162827E-3,4.64000034,,,,,-1.9162827E-3,4.56000042,
,,,-1.9155147E-3,4.24000025,,,,,-1.9155147E-3,4.32000017,,,,,-1.9155147E-3,4.48000050,,,,,-1.9155147E-3,4.56000042,
,,,-1.9147466E-3,4.40000010,,,,,-1.9147466E-3,4.32000017,,,,,-1.9147466E-3,4.64000034,,,,,-1.9147466E-3,4.64000034,
,,,-1.9139786E-3,4.24000025,,,,,-1.9139786E-3,4.32000017,,,,,-1.9139786E-3,4.48000050,,,,,-1.9139786E-3,4.64000034,
,,,-1.9132105E-3,4.40000010,,,,,-1.9132105E-3,4.32000017,,,,,-1.9132105E-3,4.64000034,,,,,-1.9132105E-3,4.64000034,
,,,-1.9124425E-3,4.32000017,,,,,-1.9124425E-3,4.32000017,,,,,-1.9124425E-3,4.48000050,,,,,-1.9124425E-3,4.64000034,
,,,-1.9116744E-3,4.40000010,,,,,-1.9116744E-3,4.32000017,,,,,-1.9116744E-3,4.72000027,,,,,-1.9116744E-3,4.64000034,
,,,-1.9109064E-3,4.32000017,,,,,-1.9109064E-3,4.40000010,,,,,-1.9109064E-3,4.48000050,,,,,-1.9109064E-3,4.64000034,
,,,-1.9101383E-3,4.40000010,,,,,-1.9101383E-3,4.32000017,,,,,-1.9101383E-3,4.64000034,,,,,-1.9101383E-3,4.64000034,
,,,-1.9093703E-3,4.32000017,,,,,-1.9093703E-3,4.40000010,,,,,-1.9093703E-3,4.48000050,,,,,-1.9093703E-3,4.56000042,
,,,-1.9086022E-3,4.48000050,,,,,-1.9086022E-3,4.40000010,,,,,-1.9086022E-3,4.64000034,,,,,-1.9086022E-3,4.64000034,
,,,-1.9078342E-3,4.32000017,,,,,-1.9078342E-3,4.40000010,,,,,-1.9078342E-3,4.48000050,,,,,-1.9078342E-3,4.64000034,
,,,-1.9070661E-3,4.48000050,,,,,-1.9070661E-3,4.40000010,,,,,-1.9070661E-3,4.64000034,,,,,-1.9070661E-3,4.56000042,
,,,-1.9062981E-3,4.40000010,,,,,-1.9062981E-3,4.48000050,,,,,-1.9062981E-3,4.48000050,,,,,-1.9062981E-3,4.56000042,
,,,-1.9055300E-3,4.48000050,,,,,-1.9055300E-3,4.48000050,,,,,-1.9055300E-3,4.64000034,,,,,-1.9055300E-3,4.64000034,
,,,-1.9047620E-3,4.40000010,,,,,-1.9047620E-3,4.48000050,,,,,-1.9047620E-3,4.48000050,,,,,-1.9047620E-3,4.64000034,
,,,-1.9039939E-3,4.56000042,,,,,-1.9039939E-3,4.48000050,,,,,-1.9039939E-3,4.64000034,,,,,-1.9039939E-3,4.64000034,
,,,-1.9032259E-3,4.40000010,,,,,-1.9032259E-3,4.48000050,,,,,-1.9032259E-3,4.48000050,,,,,-1.9032259E-3,4.64000034,
,,,-1.9024578E-3,4.56000042,,,,,-1.9024578E-3,4.48000050,,,,,-1.9024578E-3,4.64000034,,,,,-1.9024578E-3,4.64000034,
,,,-1.9016898E-3,4.40000010,,,,,-1.9016898E-3,4.56000042,,,,,-1.9016898E-3,4.48000050,,,,,-1.9016898E-3,4.64000034,
,,,-1.9009218E-3,4.56000042,,,,,-1.9009218E-3,4.56000042,,,,,-1.9009218E-3,4.64000034,,,,,-1.9009218E-3,4.64000034,
,,,-1.9001537E-3,4.48000050,,,,,-1.9001537E-3,4.56000042,,,,,-1.9001537E-3,4.48000050,,,,,-1.9001537E-3,4.64000034,
,,,-1.8993857E-3,4.56000042,,,,,-1.8993857E-3,4.56000042,,,,,-1.8993857E-3,4.64000034,,,,,-1.8993857E-3,4.56000042,
,,,-1.8986176E-3,4.48000050,,,,,-1.8986176E-3,4.56000042,,,,,-1.8986176E-3,4.48000050,,,,,-1.8986176E-3,4.64000034,
,,,-1.8978496E-3,4.64000034,,,,,-1.8978496E-3,4.56000042,,,,,-1.8978496E-3,4.64000034,,,,,-1.8978496E-3,4.64000034,
,,,-1.8970815E-3,4.48000050,,,,,-1.8970815E-3,4.56000042,,,,,-1.8970815E-3,4.48000050,,,,,-1.8970815E-3,4.64000034,
,,,-1.8963135E-3,4.64000034,,,,,-1.8963135E-3,4.64000034,,,,,-1.8963135E-3,4.64000034,,,,,-1.8963135E-3,4.56000042,
,,,-1.8955454E-3,4.48000050,,,,,-1.8955454E-3,4.56000042,,,,,-1.8955454E-3,4.48000050,,,,,-1.8955454E-3,4.56000042,
,,,-1.8947774E-3,4.64000034,,,,,-1.8947774E-3,4.56000042,,,,,-1.8947774E-3,4.64000034,,,,,-1.8947774E-3,4.64000034,
,,,-1.8940093E-3,4.56000042,,,,,-1.8940093E-3,4.64000034,,,,,-1.8940093E-3,4.48000050,,,,,-1.8940093E-3,4.64000034,
,,,-1.8932413E-3,4.64000034,,,,,-1.8932413E-3,4.56000042,,,,,-1.8932413E-3,4.64000034,,,,,-1.8932413E-3,4.64000034,
,,,-1.8924732E-3,4.56000042,,,,,-1.8924732E-3,4.64000034,,,,,-1.8924732E-3,4.48000050,,,,,-1.8924732E-3,4.56000042,
,,,-1.8917052E-3,4.72000027,,,,,-1.8917052E-3,4.64000034,,,,,-1.8917052E-3,4.64000034,,,,,-1.8917052E-3,4.56000042,
,,,-1.8909371E-3,4.56000042,,,,,-1.8909371E-3,4.64000034,,,,,-1.8909371E-3,4.48000050,,,,,-1.8909371E-3,4.64000034,
,,,-1.8901691E-3,4.72000027,,,,,-1.8901691E-3,4.64000034,,,,,-1.8901691E-3,4.64000034,,,,,-1.8901691E-3,4.64000034,
,,,-1.8894010E-3,4.56000042,,,,,-1.8894010E-3,4.64000034,,,,,-1.8894010E-3,4.48000050,,,,,-1.8894010E-3,4.56000042,
,,,-1.8886330E-3,4.72000027,,,,,-1.8886330E-3,4.64000034,,,,,-1.8886330E-3,4.64000034,,,,,-1.8886330E-3,4.64000034,
,,,-1.8878649E-3,4.64000034,,,,,-1.8878649E-3,4.64000034,,,,,-1.8878649E-3,4.48000050,,,,,-1.8878649E-3,4.56000042,
,,,-1.8870969E-3,4.72000027,,,,,-1.8870969E-3,4.72000027,,,,,-1.8870969E-3,4.64000034,,,,,-1.8870969E-3,4.56000042,
,,,-1.8863288E-3,4.64000034,,,,,-1.8863288E-3,4.64000034,,,,,-1.8863288E-3,4.48000050,,,,,-1.8863288E-3,4.64000034,
,,,-1.8855608E-3,4.72000027,,,,,-1.8855608E-3,4.72000027,,,,,-1.8855608E-3,4.64000034,,,,,-1.8855608E-3,4.64000034,
,,,-1.8847927E-3,4.64000034,,,,,-1.8847927E-3,4.72000027,,,,,-1.8847927E-3,4.48000050,,,,,-1.8847927E-3,4.56000042,
,,,-1.8840247E-3,4.80000019,,,,,-1.8840247E-3,4.72000027,,,,,-1.8840247E-3,4.64000034,,,,,-1.8840247E-3,4.64000034,
,,,-1.8832566E-3,4.64000034,,,,,-1.8832566E-3,4.72000027,,,,,-1.8832566E-3,4.48000050,,,,,-1.8832566E-3,4.64000034,
,,,-1.8824886E-3,4.80000019,,,,,-1.8824886E-3,4.72000027,,,,,-1.8824886E-3,4.64000034,,,,,-1.8824886E-3,4.64000034,
,,,-1.8817205E-3,4.64000034,,,,,-1.8817205E-3,4.72000027,,,,,-1.8817205E-3,4.48000050,,,,,-1.8817205E-3,4.56000042,
,,,-1.8809525E-3,4.80000019,,,,,-1.8809525E-3,4.72000027,,,,,-1.8809525E-3,4.64000034,,,,,-1.8809525E-3,4.64000034,
,,,-1.8801844E-3,4.64000034,,,,,-1.8801844E-3,4.72000027,,,,,-1.8801844E-3,4.48000050,,,,,-1.8801844E-3,4.64000034,
,,,-1.8794164E-3,4.80000019,,,,,-1.8794164E-3,4.80000019,,,,,-1.8794164E-3,4.64000034,,,,,-1.8794164E-3,4.64000034,
,,,-1.8786483E-3,4.72000027,,,,,-1.8786483E-3,4.72000027,,,,,-1.8786483E-3,4.48000050,,,,,-1.8786483E-3,4.56000042,
,,,-1.8778803E-3,4.80000019,,,,,-1.8778803E-3,4.80000019,,,,,-1.8778803E-3,4.72000027,,,,,-1.8778803E-3,4.56000042,
,,,-1.8771122E-3,4.72000027,,,,,-1.8771122E-3,4.80000019,,,,,-1.8771122E-3,4.48000050,,,,,-1.8771122E-3,4.64000034,
,,,-1.8763442E-3,4.88000011,,,,,-1.8763442E-3,4.80000019,,,,,-1.8763442E-3,4.64000034,,,,,-1.8763442E-3,4.64000034,
,,,-1.8755761E-3,4.72000027,,,,,-1.8755761E-3,4.80000019,,,,,-1.8755761E-3,4.48000050,,,,,-1.8755761E-3,4.64000034,
,,,-1.8748081E-3,4.88000011,,,,,-1.8748081E-3,4.80000019,,,,,-1.8748081E-3,4.64000034,,,,,-1.8748081E-3,4.64000034,
,,,-1.8740400E-3,4.72000027,,,,,-1.8740400E-3,4.80000019,,,,,-1.8740400E-3,4.48000050,,,,,-1.8740400E-3,4.64000034,
,,,-1.8732720E-3,4.88000011,,,,,-1.8732720E-3,4.80000019,,,,,-1.8732720E-3,4.72000027,,,,,-1.8732720E-3,4.56000042,
,,,-1.8725039E-3,4.72000027,,,,,-1.8725039E-3,4.80000019,,,,,-1.8725039E-3,4.48000050,,,,,-1.8725039E-3,4.64000034,
